Category Name,Customer City,Customer Id,Department Id,Department Name,Latitude,Longitude,Order City,Order Id,Order Item Quantity,shipping date (DateOrders),order_latitude,order_longitude
Strength Training,San Antonio,46644,6,Golf,40.01562119,-84.88657379,,9290,200,2016-07-22 22:51:00,29.4246002,-98.4951405
Hunting & Shooting,Marion,17855,6,Golf,34.1137352,-118.1542206,,3730,900,2016-07-26 07:26:00,32.7931661,-94.344488
Video Games,San Francisco,51968,6,Golf,41.98498154,-83.07437134,,4812,200,2016-07-26 07:26:00,37.7790262,-122.419906
Men's Footwear,Newark,31478,6,Apparel,40.75481033,-80.17294312,,2649,500,2016-07-26 07:26:00,40.735657,-74.1723667
Garden,Los Angeles,50980,6,Apparel,29.88981438,-117.1392975,,9340,700,2016-07-26 07:26:00,34.0536909,-118.242766
Pet Supplies,Marion,61280,6,Footwear,33.96860123,-95.51293945,,9989,600,2016-07-26 13:12:00,32.7931661,-94.344488
Crafts,San Diego,41212,6,Apparel,32.71385574,-80.19455719,,6378,700,2016-07-26 13:12:00,32.7174202,-117.1627728
Men's Footwear,Aurora,35821,6,Footwear,33.63597488,-87.73634338,,4766,100,2016-07-26 13:12:00,41.7571701,-88.3147539
Women's Golf Clubs,Houston,12417,6,Outdoors,34.11491013,-80.17294312,,9977,1000,2016-07-26 13:12:00,29.7589382,-95.3676974
Health and Beauty,Louisville,22380,6,Fan Shop,34.02769089,-118.0218811,,6269,900,2016-07-26 13:12:00,38.2542376,-85.759407
Golf Balls,Aurora,44272,6,Apparel,33.69957733,-117.1392975,,5180,800,2016-07-26 13:12:00,41.7571701,-88.3147539
CDs,Philadelphia,46161,6,Golf,41.83272171,-122.3217621,,4609,400,2016-07-26 13:12:00,39.9527237,-75.1635262
Water Sports,Santa Ana,96810,6,Footwear,41.98498154,-122.4407883,,3689,300,2016-07-28 01:18:00,33.7494951,-117.8732213
Golf Shoes,San Antonio,52936,6,Fan Shop,30.35012245,-118.3267975,,6580,900,2016-07-28 01:18:00,29.4246002,-98.4951405
Girls' Apparel,Columbus,74130,6,Footwear,33.69957733,-75.76576996,,3086,300,2016-07-28 01:18:00,39.9622601,-83.0007065
As Seen on TV!,Aurora,29584,6,Apparel,39.70932007,-87.65660858,,3828,600,2016-07-28 01:18:00,41.7571701,-88.3147539
Basketball,Los Angeles,81540,6,Apparel,25.76825142,-118.4321518,,3438,700,2016-08-02 21:05:00,34.0536909,-118.242766
Golf Apparel,Marion,10606,6,Footwear,33.93173981,-118.2574081,,6543,800,2016-08-02 21:05:00,32.7931661,-94.344488
Accessories,Marion,21608,6,Apparel,25.76825142,-118.4321518,,9500,600,2016-08-02 21:05:00,32.7931661,-94.344488
Crafts,Chicago,62742,6,Golf,25.88852501,-122.3217621,,7730,400,2016-08-02 21:05:00,41.8755616,-87.6244212
other,Aurora,40496,6,Footwear,34.08999252,-122.3217621,,2378,400,2016-08-02 21:05:00,41.7571701,-88.3147539
Kids' Golf Clubs,Los Angeles,14651,6,Apparel,33.94827271,-118.2007599,,8675,300,2016-08-04 19:20:00,34.0536909,-118.242766
Consumer Electronics,San Antonio,75971,6,Outdoors,38.17819977,-104.8145828,,8567,700,2016-08-04 19:20:00,29.4246002,-98.4951405
Kids' Golf Clubs,Miami,92019,6,Fan Shop,25.76825142,-85.76452637,,8741,900,2016-08-04 19:20:00,25.7741728,-80.19362
Women's Apparel,Houston,60565,6,Apparel,41.98498154,-118.2431641,,9569,500,2016-08-04 19:20:00,29.7589382,-95.3676974
Lacrosse,San Antonio,67995,6,Outdoors,41.89567947,-122.3217621,,9115,400,2016-08-05 03:44:00,29.4246002,-98.4951405
Camping & Hiking,Austin,71239,6,Apparel,34.03800583,-95.37239838,,3461,500,2016-08-05 03:44:00,30.2711286,-97.7436995
Women's Clothing,Columbus,75734,6,Apparel,29.47656632,-95.37239838,,5057,700,2016-08-08 10:55:00,39.9622601,-83.0007065
Girls' Apparel,Santa Ana,75072,6,Apparel,29.78513908,-117.9125671,,1481,400,2016-08-08 10:55:00,33.7494951,-117.8732213
Tennis & Racquet,San Diego,25207,6,Golf,38.17819977,-75.22582245,,4909,700,2016-08-08 10:55:00,32.7174202,-117.1627728
Accessories,Los Angeles,43611,6,Apparel,39.70932007,-80.19455719,,6223,1000,2016-08-08 10:55:00,34.0536909,-118.242766
Indoor/Outdoor Games,Seattle,58475,6,Fan Shop,34.0015831,-85.76452637,,8438,900,2016-08-08 10:55:00,47.6038321,-122.330062
Electronics,Austin,40058,6,Fan Shop,33.93173981,-87.98048401,,8197,1000,2016-08-08 10:55:00,30.2711286,-97.7436995
Trade-In,San Diego,80260,6,Footwear,33.96860123,-87.69122315,,7546,1000,2016-08-10 08:07:00,32.7174202,-117.1627728
Men's Clothing,Louisville,89649,6,Footwear,39.95703888,-118.2774735,,9444,800,2016-08-10 08:07:00,38.2542376,-85.759407
Toys,Santa Ana,48037,6,Fan Shop,29.88981438,-118.4061966,,1710,700,2016-08-10 08:07:00,33.7494951,-117.8732213
Boxing & MMA,Seattle,33075,6,Golf,41.895607,-118.1542206,,9563,200,2016-08-10 08:07:00,47.6038321,-122.330062
Fitness Accessories,Philadelphia,79558,6,Apparel,34.1137352,-98.579216,,2224,300,2016-08-10 08:07:00,39.9527237,-75.1635262
Indoor/Outdoor Games,Houston,42256,6,Apparel,33.94827271,-75.08410645,,1045,600,2016-08-14 18:16:00,29.7589382,-95.3676974
Golf Apparel,Louisville,14091,6,Golf,39.70932007,-80.17294312,,3067,1000,2016-08-14 18:16:00,38.2542376,-85.759407
Golf Gloves,Newark,71666,6,Fan Shop,34.11491013,-104.8145828,,2375,500,2016-08-14 18:16:00,40.735657,-74.1723667
Cleats,Miami,41393,6,Footwear,29.78513908,-95.37239838,,6233,900,2016-08-14 18:16:00,25.7741728,-80.19362
Golf Gloves,Houston,52860,6,Apparel,34.08999252,-74.1746521,,3999,1000,2017-04-01 11:59:00,29.7589382,-95.3676974
DVDs,Miami,45912,6,Apparel,39.70932007,-75.08410645,,6693,400,2017-04-01 11:59:00,25.7741728,-80.19362
Kids' Golf Clubs,Houston,65135,6,Outdoors,38.17819977,-118.3267975,,3031,200,2017-04-01 11:59:00,29.7589382,-95.3676974
Girls' Apparel,Los Angeles,38099,6,Footwear,34.03800583,-75.76576996,,9962,900,2017-04-01 11:59:00,34.0536909,-118.242766
Men's Clothing,San Antonio,36332,6,Fan Shop,33.69957733,-122.3217621,,3699,400,2017-04-01 11:59:00,29.4246002,-98.4951405
Golf Shoes,Louisville,39639,6,Outdoors,33.94827271,-87.82719421,,3972,700,2017-04-01 11:59:00,38.2542376,-85.759407
Fishing,Chicago,8060,7,Fan Shop,41.98498154,-87.82719421,Chicago,31471,100,2016-04-04 21:20:00,41.8755616,-87.6244212
Women's Apparel,Columbus,40643,7,Golf,41.83272171,-118.3267975,,7596,600,2016-04-04 21:20:00,39.9622601,-83.0007065
Girls' Apparel,Houston,74443,7,Footwear,25.76825142,-118.2774735,,4717,100,2016-04-04 21:20:00,29.7589382,-95.3676974
Garden,Louisville,57485,7,Footwear,30.35012245,-118.2774735,,2706,1000,2016-04-04 21:20:00,38.2542376,-85.759407
Baby,Columbus,10031,7,Outdoors,34.11491013,-118.0218811,,5550,700,2016-04-05 12:19:00,39.9622601,-83.0007065
Hockey,San Diego,75131,7,Fan Shop,33.94827271,-118.1886444,,3015,500,2016-04-05 12:19:00,32.7174202,-117.1627728
Crafts,Houston,85521,7,Outdoors,39.67436981,-87.98048401,,1019,300,2016-04-05 12:19:00,29.7589382,-95.3676974
Boxing & MMA,Los Angeles,95739,7,Footwear,41.895607,-118.2400131,,3914,500,2016-04-05 12:19:00,34.0536909,-118.242766
Water Sports,Aurora,3151,7,Fan Shop,39.70932007,-104.8145828,Aurora,31402,100,2016-04-06 09:10:00,41.7571701,-88.3147539
Water Sports,Miami,45521,7,Apparel,41.96846008,-98.579216,,9922,200,2016-04-06 09:10:00,25.7741728,-80.19362
Soccer,Philadelphia,53441,7,Footwear,29.71482086,-118.4061966,,8784,600,2016-04-06 09:10:00,39.9527237,-75.1635262
Girls' Apparel,Seattle,43398,7,Apparel,25.76825142,-74.1746521,,9509,700,2016-04-06 09:10:00,47.6038321,-122.330062
Fishing,Houston,51069,7,Outdoors,34.0015831,-118.4321518,,2982,200,2016-04-06 09:10:00,29.7589382,-95.3676974
Hockey,Aurora,14988,7,Golf,29.7805748,-118.2007599,,7776,200,2016-04-06 09:10:00,41.7571701,-88.3147539
Toys,Columbus,45578,7,Fan Shop,34.1137352,-118.2007599,,3922,900,2016-04-06 09:10:00,39.9622601,-83.0007065
Camping & Hiking,Los Angeles,8435,7,Fan Shop,33.94827271,-118.2431641,Los Angeles,31468,100,2016-04-08 08:17:00,34.0536909,-118.242766
Baseball & Softball,Aurora,21504,7,Fan Shop,33.63597488,-95.47782135,,8288,600,2016-04-08 08:17:00,41.7571701,-88.3147539
Baseball & Softball,Miami,92813,7,Fan Shop,32.52082825,-118.3267975,,5503,500,2016-04-08 08:17:00,25.7741728,-80.19362
Cameras,San Antonio,78953,7,Fan Shop,29.47656632,-118.2400131,,5670,300,2016-04-08 08:17:00,29.4246002,-98.4951405
As Seen on TV!,Marion,66686,7,Golf,41.83272171,-75.76576996,,2613,600,2016-04-08 08:17:00,32.7931661,-94.344488
other,Chicago,40964,7,Footwear,34.11491013,-118.1542206,,9790,800,2016-04-08 08:17:00,41.8755616,-87.6244212
Fishing,Newark,4301,7,Fan Shop,39.67436981,-75.76576996,Newark,31475,100,2016-04-10 10:44:00,40.735657,-74.1723667
Men's Footwear,San Antonio,80141,7,Outdoors,41.89567947,-118.4061966,,5180,200,2016-04-10 10:44:00,29.4246002,-98.4951405
Toys,Miami,37524,7,Outdoors,47.67869949,-117.9125671,,4778,900,2016-04-10 10:44:00,25.7741728,-80.19362
Fishing,Chicago,8990,7,Fan Shop,41.89567947,-87.69122315,Chicago,31845,100,2016-04-15 20:22:00,41.8755616,-87.6244212
Boxing & MMA,Houston,88454,7,Outdoors,34.06108093,-87.69122315,,4473,900,2016-04-15 20:22:00,29.7589382,-95.3676974
other,Houston,61849,7,Apparel,39.67436981,-118.4321518,,6414,300,2016-04-15 20:22:00,29.7589382,-95.3676974
Cardio Equipment,Newark,56719,7,Fan Shop,40.7018013,-95.47782135,,2227,200,2016-04-15 20:22:00,40.735657,-74.1723667
Golf Bags & Carts,Chicago,46626,7,Footwear,41.83272171,-118.2400131,,5328,1000,2016-04-15 20:22:00,41.8755616,-87.6244212
Music,Columbus,76478,7,Footwear,34.08999252,-87.69122315,,8885,300,2016-04-15 20:22:00,39.9622601,-83.0007065
Golf Balls,San Diego,32533,7,Golf,34.03247452,-87.69122315,,2982,100,2016-04-16 14:14:00,32.7174202,-117.1627728
Cleats,San Francisco,60845,7,Fan Shop,32.52082825,-117.1392975,,6594,700,2016-04-16 14:14:00,37.7790262,-122.419906
As Seen on TV!,Newark,51029,7,Fan Shop,25.88852501,-118.2007599,,6983,600,2016-04-16 14:14:00,40.735657,-74.1723667
Books,Marion,56815,7,Footwear,39.67436981,-118.1542206,,3506,900,2016-04-16 14:14:00,32.7931661,-94.344488
Lacrosse,Houston,50887,7,Outdoors,34.0015831,-118.1542206,,7806,600,2016-04-16 14:14:00,29.7589382,-95.3676974
Girls' Apparel,Los Angeles,16307,7,Fan Shop,40.01562119,-87.69122315,,6053,100,2016-04-16 14:14:00,34.0536909,-118.242766
Golf Balls,Los Angeles,44939,7,Footwear,33.63597488,-117.1392975,,8761,400,2016-04-16 14:14:00,34.0536909,-118.242766
Water Sports,Miami,54263,7,Apparel,40.01562119,-87.69122315,,3098,100,2016-04-24 18:04:00,25.7741728,-80.19362
Trade-In,Seattle,84385,7,Fan Shop,32.52082825,-118.3267975,,4886,200,2016-04-24 18:04:00,47.6038321,-122.330062
Tennis & Racquet,San Francisco,79634,7,Outdoors,32.71385574,-118.1542206,,2060,100,2016-04-24 18:04:00,37.7790262,-122.419906
Computers,Marion,60813,7,Footwear,32.71385574,-85.76452637,,6016,200,2016-04-24 18:04:00,32.7931661,-94.344488
Tennis & Racquet,San Antonio,70083,7,Fan Shop,33.63597488,-95.51293945,,9485,700,2016-04-24 18:04:00,29.4246002,-98.4951405
Camping & Hiking,Austin,6839,7,Fan Shop,30.35012245,-97.69873047,Austin,32797,100,2016-04-26 17:53:00,30.2711286,-97.7436995
Camping & Hiking,Austin,6839,7,Fan Shop,30.35012245,-97.69873047,Austin,32797,100,2016-04-26 17:53:00,30.2711286,-97.7436995
Hunting & Shooting,Austin,6839,7,Fan Shop,30.35012245,-97.69873047,Austin,32797,500,2016-04-26 17:53:00,30.2711286,-97.7436995
Toys,Houston,23415,7,Outdoors,41.895607,-84.88657379,,3221,900,2016-04-26 17:53:00,29.7589382,-95.3676974
Girls' Apparel,Newark,91152,7,Fan Shop,33.69957733,-97.69873047,,1631,300,2016-04-26 17:53:00,40.735657,-74.1723667
Accessories,Marion,61969,7,Footwear,41.83272171,-104.8145828,,6430,100,2016-04-26 17:53:00,32.7931661,-94.344488
Hockey,Seattle,63653,7,Footwear,29.88981438,-85.76452637,,8563,600,2016-04-26 17:53:00,47.6038321,-122.330062
Boxing & MMA,Philadelphia,65984,7,Golf,40.7018013,-118.2774735,,8703,100,2016-04-26 17:53:00,39.9527237,-75.1635262
Camping & Hiking,Los Angeles,175,7,Fan Shop,34.1137352,-118.1886444,Los Angeles,32909,100,2016-04-27 09:08:00,34.0536909,-118.242766
Golf Carts,Houston,69622,7,Outdoors,25.88852501,-117.9125671,,9630,900,2016-04-27 09:08:00,29.7589382,-95.3676974
Boxing & MMA,San Diego,12212,7,Fan Shop,25.76825142,-118.4321518,,9551,900,2016-04-27 09:08:00,32.7174202,-117.1627728
Strength Training,Aurora,45841,7,Golf,33.94827271,-118.1542206,,5951,900,2016-04-27 09:08:00,41.7571701,-88.3147539
Women's Clothing,Houston,64433,7,Golf,38.17819977,-80.17294312,,5235,700,2016-04-30 03:42:00,29.7589382,-95.3676974
other,San Diego,61477,7,Footwear,37.71640396,-95.37239838,,8804,400,2016-04-30 03:42:00,32.7174202,-117.1627728
Fishing,Los Angeles,11326,7,Fan Shop,34.02769089,-118.2007599,Los Angeles,33152,100,2016-04-30 22:16:00,34.0536909,-118.242766
CDs,Newark,27012,7,Footwear,33.69957733,-118.1542206,,8483,100,2016-04-30 22:16:00,40.735657,-74.1723667
Cardio Equipment,Houston,35367,7,Footwear,32.71385574,-87.82719421,,4172,300,2016-04-30 22:16:00,29.7589382,-95.3676974
Lacrosse,Los Angeles,14048,7,Footwear,34.06108093,-118.2747421,,3100,1000,2016-04-30 22:16:00,34.0536909,-118.242766
Water Sports,Los Angeles,8150,7,Fan Shop,34.03247452,-118.3267975,Los Angeles,33743,100,2016-05-11 13:19:00,34.0536909,-118.242766
Fitness Accessories,Chicago,17958,7,Fan Shop,41.98498154,-95.47782135,,7370,500,2016-05-11 13:19:00,41.8755616,-87.6244212
CDs,Marion,64762,7,Fan Shop,41.96846008,-95.37239838,,3024,500,2016-05-11 13:19:00,32.7931661,-94.344488
Men's Golf Clubs,Marion,71522,7,Apparel,33.94827271,-118.2400131,,8953,100,2016-05-11 13:19:00,32.7931661,-94.344488
Men's Golf Clubs,San Antonio,31174,7,Golf,34.02769089,-118.4321518,,9022,800,2016-05-11 13:19:00,29.4246002,-98.4951405
Strength Training,San Francisco,65142,7,Apparel,34.1137352,-85.76452637,,2364,800,2016-05-11 13:19:00,37.7790262,-122.419906
CDs,Seattle,82076,7,Golf,34.03247452,-75.76576996,,6610,1000,2016-05-11 13:19:00,47.6038321,-122.330062
Water Sports,San Francisco,6536,7,Fan Shop,37.71640396,-122.4407883,San Francisco,33837,100,2016-05-11 22:15:00,37.7790262,-122.419906
Computers,Marion,98326,7,Footwear,29.71482086,-118.2400131,,6614,800,2016-05-11 22:15:00,32.7931661,-94.344488
Boxing & MMA,Miami,92833,7,Outdoors,39.67436981,-118.1886444,,4191,1000,2016-05-11 22:15:00,25.7741728,-80.19362
Golf Carts,Louisville,25244,7,Apparel,34.03800583,-118.2574081,,7525,700,2016-05-11 22:15:00,38.2542376,-85.759407
Video Games,Chicago,73973,7,Apparel,33.63597488,-118.2431641,,2321,900,2016-05-20 21:32:00,41.8755616,-87.6244212
Cleats,Austin,10031,7,Footwear,40.01562119,-95.37239838,,9199,400,2016-05-20 21:32:00,30.2711286,-97.7436995
Computers,Aurora,69214,7,Fan Shop,33.98547363,-118.4321518,,2327,900,2016-05-20 21:32:00,41.7571701,-88.3147539
Men's Footwear,San Francisco,99992,7,Golf,34.03247452,-87.82719421,,9207,500,2016-05-20 21:32:00,37.7790262,-122.419906
Hockey,San Antonio,30295,7,Outdoors,34.1137352,-118.2774735,,7637,300,2016-05-20 21:32:00,29.4246002,-98.4951405
Indoor/Outdoor Games,Louisville,88684,7,Apparel,40.75481033,-118.2007599,,5483,400,2016-05-20 21:32:00,38.2542376,-85.759407
Basketball,Marion,88288,7,Fan Shop,39.67436981,-95.51293945,,1852,200,2016-05-20 21:32:00,32.7931661,-94.344488
Camping & Hiking,San Diego,1519,7,Fan Shop,32.71385574,-117.1392975,San Diego,34610,100,2016-05-22 05:04:00,32.7174202,-117.1627728
Water Sports,San Diego,1519,7,Fan Shop,32.71385574,-117.1392975,San Diego,34610,100,2016-05-22 05:04:00,32.7174202,-117.1627728
Baby,Miami,68777,7,Outdoors,29.78513908,-118.0218811,,7259,800,2016-05-22 05:04:00,25.7741728,-80.19362
Fitness Accessories,San Francisco,23712,7,Outdoors,29.7805748,-117.9125671,,9940,200,2016-05-22 05:04:00,37.7790262,-122.419906
Men's Footwear,Columbus,95157,7,Fan Shop,33.63597488,-97.69873047,,8152,300,2016-05-22 05:04:00,39.9622601,-83.0007065
Computers,Santa Ana,33020,7,Footwear,34.11491013,-75.08410645,,7751,1000,2016-05-22 05:04:00,33.7494951,-117.8732213
Cameras,Seattle,13881,7,Golf,33.69957733,-75.08410645,,2287,900,2016-05-22 05:04:00,47.6038321,-122.330062
Music,Newark,25056,7,Footwear,34.11491013,-117.1392975,,6756,600,2016-05-22 05:04:00,40.735657,-74.1723667
Baby,San Antonio,66078,7,Footwear,34.03247452,-118.2747421,,6191,300,2016-05-30 03:39:00,29.4246002,-98.4951405
Music,Miami,44146,7,Apparel,32.52082825,-87.98048401,,6038,1000,2016-05-30 03:39:00,25.7741728,-80.19362
Men's Golf Clubs,Los Angeles,18421,7,Apparel,47.67869949,-87.70032501,,3457,800,2016-05-30 03:39:00,34.0536909,-118.242766
Men's Clothing,Aurora,58779,7,Outdoors,25.88852501,-87.73634338,,5242,300,2016-05-30 03:39:00,41.7571701,-88.3147539
Kids' Golf Clubs,San Antonio,88298,7,Apparel,30.35012245,-118.1542206,,4829,800,2016-05-30 03:39:00,29.4246002,-98.4951405
Golf Apparel,Miami,53001,7,Apparel,34.06108093,-75.22582245,,4871,100,2016-05-30 03:39:00,25.7741728,-80.19362
Men's Clothing,Louisville,94375,7,Outdoors,40.75481033,-118.1542206,,5180,800,2016-05-30 03:39:00,38.2542376,-85.759407
Cameras,Chicago,13115,7,Footwear,41.89567947,-75.08410645,,7165,500,2016-05-30 03:39:00,41.8755616,-87.6244212
Cleats,Aurora,26120,7,Fan Shop,29.88981438,-118.1542206,,7065,500,2016-05-30 03:39:00,41.7571701,-88.3147539
CDs,Philadelphia,29496,7,Footwear,29.88981438,-87.82719421,,3529,100,2016-05-30 03:39:00,39.9527237,-75.1635262
Boxing & MMA,Seattle,70800,7,Footwear,39.95703888,-87.65660858,,3906,800,2016-05-30 03:39:00,47.6038321,-122.330062
Indoor/Outdoor Games,Santa Ana,60137,7,Outdoors,33.63597488,-74.1746521,,6219,200,2016-06-02 02:46:00,33.7494951,-117.8732213
Computers,Miami,38884,7,Outdoors,29.47656632,-118.3382416,,5927,600,2016-06-02 02:46:00,25.7741728,-80.19362
other,San Francisco,21569,7,Fan Shop,34.11491013,-75.76576996,,3658,500,2016-06-02 02:46:00,37.7790262,-122.419906
Baby,Miami,38856,7,Golf,38.17819977,-95.37239838,,9724,100,2016-06-02 02:46:00,25.7741728,-80.19362
Baseball & Softball,Marion,34504,7,Apparel,34.06108093,-87.69122315,,6540,1000,2016-06-02 02:46:00,32.7931661,-94.344488
Women's Apparel,Louisville,38099,7,Apparel,41.98498154,-80.19455719,,7827,800,2016-06-02 02:46:00,38.2542376,-85.759407
Electronics,Austin,22933,7,Footwear,40.75481033,-118.2431641,,1272,900,2016-06-02 02:46:00,30.2711286,-97.7436995
Golf Bags & Carts,Austin,77283,7,Outdoors,34.06108093,-118.1542206,,6725,300,2016-06-02 02:46:00,30.2711286,-97.7436995
Cleats,Columbus,64103,7,Outdoors,30.35012245,-118.4321518,,9152,100,2016-06-11 05:02:00,39.9622601,-83.0007065
Computers,Santa Ana,55767,7,Golf,33.93173981,-118.4321518,,2986,300,2016-06-11 05:02:00,33.7494951,-117.8732213
Hunting & Shooting,Seattle,18990,7,Footwear,41.89517212,-98.579216,,5615,600,2016-06-11 05:02:00,47.6038321,-122.330062
Baby,Santa Ana,90942,7,Outdoors,37.71640396,-122.4407883,,9358,900,2016-06-11 05:02:00,33.7494951,-117.8732213
Golf Balls,San Antonio,32534,7,Footwear,34.08999252,-75.08410645,,7310,400,2016-06-11 05:02:00,29.4246002,-98.4951405
Hockey,Chicago,65607,7,Footwear,34.08999252,-118.4061966,,5461,1000,2016-06-11 05:02:00,41.8755616,-87.6244212
Health and Beauty,Seattle,83910,7,Golf,34.08999252,-118.2400131,,2818,200,2016-06-11 05:02:00,47.6038321,-122.330062
Indoor/Outdoor Games,Louisville,4837,7,Fan Shop,38.17819977,-85.76452637,Louisville,35819,300,2016-06-11 20:38:00,38.2542376,-85.759407
Health and Beauty,Marion,44592,7,Fan Shop,38.17819977,-75.08410645,,7801,600,2016-06-11 20:38:00,32.7931661,-94.344488
Accessories,Newark,83103,7,Golf,33.98547363,-98.579216,,2185,1000,2016-06-11 20:38:00,40.735657,-74.1723667
Fishing,Chicago,10592,7,Fan Shop,41.895607,-87.70032501,Chicago,35840,100,2016-06-13 03:59:00,41.8755616,-87.6244212
Fishing,Chicago,10592,7,Fan Shop,41.895607,-87.70032501,Chicago,35840,100,2016-06-13 03:59:00,41.8755616,-87.6244212
Fishing,Chicago,10592,7,Fan Shop,41.895607,-87.70032501,Chicago,35840,100,2016-06-13 03:59:00,41.8755616,-87.6244212
Toys,San Francisco,75096,7,Fan Shop,29.47656632,-104.8145828,,2554,400,2016-06-13 03:59:00,37.7790262,-122.419906
Camping & Hiking,Los Angeles,777,7,Fan Shop,33.69957733,-118.0218811,Los Angeles,36341,100,2016-06-16 11:31:00,34.0536909,-118.242766
Pet Supplies,Columbus,47708,7,Golf,34.03800583,-95.17199707,,9376,300,2016-06-16 11:31:00,39.9622601,-83.0007065
Baseball & Softball,Louisville,83665,7,Outdoors,40.01562119,-87.69122315,,1354,200,2016-06-16 11:31:00,38.2542376,-85.759407
Trade-In,Chicago,30486,7,Golf,33.69957733,-87.73634338,,5485,300,2016-06-16 11:31:00,41.8755616,-87.6244212
Cleats,Seattle,53853,7,Fan Shop,41.98498154,-118.2400131,,8592,700,2016-06-16 11:31:00,47.6038321,-122.330062
DVDs,Philadelphia,17916,7,Fan Shop,41.895607,-75.08410645,,3804,800,2016-06-16 11:31:00,39.9527237,-75.1635262
Tennis & Racquet,Santa Ana,83162,7,Outdoors,29.47656632,-75.22582245,,2399,600,2016-06-16 11:31:00,33.7494951,-117.8732213
Water Sports,Los Angeles,388,7,Fan Shop,33.93173981,-118.4061966,Los Angeles,36315,100,2016-06-20 02:24:00,34.0536909,-118.242766
Camping & Hiking,Los Angeles,388,7,Fan Shop,33.93173981,-118.4061966,Los Angeles,36315,100,2016-06-20 02:24:00,34.0536909,-118.242766
Camping & Hiking,Los Angeles,388,7,Fan Shop,33.93173981,-118.4061966,Los Angeles,36315,100,2016-06-20 02:24:00,34.0536909,-118.242766
Indoor/Outdoor Games,Los Angeles,388,7,Fan Shop,33.93173981,-118.4061966,Los Angeles,36315,300,2016-06-20 02:24:00,34.0536909,-118.242766
Health and Beauty,San Francisco,61488,7,Apparel,41.895607,-118.2431641,,7321,100,2016-06-20 02:24:00,37.7790262,-122.419906
Girls' Apparel,Houston,74016,7,Footwear,40.7018013,-117.9125671,,4572,500,2016-06-20 02:24:00,29.7589382,-95.3676974
Tennis & Racquet,Miami,26327,7,Apparel,33.94827271,-75.22582245,,9168,300,2016-06-20 02:24:00,25.7741728,-80.19362
Cameras,Santa Ana,48627,7,Outdoors,30.35012245,-87.65660858,,1660,100,2016-06-20 02:24:00,33.7494951,-117.8732213
Golf Bags & Carts,Philadelphia,43410,7,Apparel,34.1137352,-104.8145828,,2331,100,2016-06-20 02:24:00,39.9527237,-75.1635262
Crafts,San Francisco,87568,7,Outdoors,25.76825142,-118.3267975,,4336,1000,2016-06-20 02:24:00,37.7790262,-122.419906
Indoor/Outdoor Games,Los Angeles,4221,7,Fan Shop,33.96860123,-118.2747421,Los Angeles,36340,100,2016-06-20 11:10:00,34.0536909,-118.242766
CDs,Philadelphia,48674,7,Fan Shop,37.71640396,-118.1542206,,4465,900,2016-06-20 11:10:00,39.9527237,-75.1635262
Golf Shoes,San Diego,92319,7,Golf,34.1137352,-118.4061966,,9353,1000,2016-06-20 11:10:00,32.7174202,-117.1627728
Books,Santa Ana,83243,7,Golf,29.7805748,-95.37239838,,7963,400,2016-06-20 11:10:00,33.7494951,-117.8732213
Fitness Accessories,San Antonio,19865,7,Outdoors,39.67436981,-83.07437134,,7693,200,2016-06-20 11:10:00,29.4246002,-98.4951405
Health and Beauty,Philadelphia,53462,7,Apparel,25.76825142,-80.19455719,,1923,300,2016-06-29 14:18:00,39.9527237,-75.1635262
Kids' Golf Clubs,Seattle,91362,7,Golf,32.52082825,-95.37239838,,8483,700,2016-06-29 14:18:00,47.6038321,-122.330062
Accessories,Santa Ana,68498,7,Outdoors,29.78513908,-75.08410645,,1262,1000,2016-06-29 14:18:00,33.7494951,-117.8732213
Cardio Equipment,San Antonio,88649,7,Apparel,30.35012245,-95.17199707,,6955,500,2016-06-29 14:18:00,29.4246002,-98.4951405
Golf Apparel,Austin,38220,7,Apparel,41.89567947,-118.3267975,,4546,1000,2016-06-29 14:18:00,30.2711286,-97.7436995
Camping & Hiking,Los Angeles,3121,7,Fan Shop,34.11491013,-118.2400131,Los Angeles,37518,100,2016-07-05 15:52:00,34.0536909,-118.242766
Camping & Hiking,Los Angeles,3121,7,Fan Shop,34.11491013,-118.2400131,Los Angeles,37518,100,2016-07-05 15:52:00,34.0536909,-118.242766
Men's Footwear,Seattle,85461,7,Apparel,41.96846008,-118.0218811,,6873,400,2016-07-05 15:52:00,47.6038321,-122.330062
As Seen on TV!,Austin,21407,7,Footwear,41.895607,-118.1886444,,9287,300,2016-07-05 15:52:00,30.2711286,-97.7436995
Golf Shoes,San Diego,44249,7,Apparel,34.06108093,-117.9125671,,9611,200,2016-07-05 15:52:00,32.7174202,-117.1627728
Crafts,San Antonio,32447,7,Apparel,41.83272171,-80.17294312,,6283,1000,2016-07-05 15:52:00,29.4246002,-98.4951405
Golf Gloves,Houston,27056,7,Footwear,32.71385574,-118.2007599,,2349,900,2016-07-07 11:19:00,29.7589382,-95.3676974
Golf Balls,San Francisco,52826,7,Apparel,33.98547363,-87.65660858,,8574,300,2016-07-07 11:19:00,37.7790262,-122.419906
Health and Beauty,Philadelphia,95287,7,Footwear,29.7805748,-75.08410645,,9251,300,2016-07-07 11:19:00,39.9527237,-75.1635262
Golf Shoes,Miami,27586,7,Outdoors,34.06108093,-97.69873047,,6678,1000,2016-07-07 11:19:00,25.7741728,-80.19362
